edge_id,asset_id,from_node,to_node,mode,road_type,length_km,avg_speed_kmh,travel_time_hr,capacity_index,edge_betweenness,name
road_2080,road_2080,road_2746,road_2747,road,Primary,10.6575,80,0.133219,4,0.01179357,Alipur-Uch Sharif Road
road_9335,road_9335,road_2747,road_7422,road,Primary,1.0401,80,0.013001,4,0.01184762,Alipur-Uch Sharif Road
road_2081,road_2081,road_2748,road_2749,road,Trunk,0.2834,100,0.002834,5,7.995e-05,nan
road_8107,road_8107,road_2748,road_3336,road,Trunk,1.3671,100,0.013671,5,0.00060585,Chaakar Azam Rind Underpass
road_8109,road_8109,road_2748,road_3333,road,Trunk,3.4116,100,0.034116,5,0.00027486,نہر سڑک‎
road_8110,road_8110,road_2748,road_8427,road,Trunk,0.2926,100,0.002926,5,0.0001599,nan
road_11688,road_11688,road_2748,road_11053,road,Trunk,0.0341,100,0.000341,5,7.995e-05,nan
road_11156,road_11156,road_2750,road_2753,road,Trunk,2.3845,100,0.023845,5,0.25929373,قومی شاہراہ
road_16516,road_16516,road_2750,road_2752,road,Primary,0.1384,80,0.00173,4,1.327e-05,nan
road_11560,road_11560,road_2751,road_11007,road,Trunk,1.2534,100,0.012534,5,0.30363176,قومی شاہراہ
road_16514,road_16514,road_2752,road_2753,road,Primary,1.8074,80,0.022592,4,6.668e-05,nan
road_5732,road_5732,road_2753,road_6217,road,Trunk,18.9206,100,0.189206,5,0.25952063,قومی شاہراہ
road_22363,road_22363,road_2753,road_14101,road,Primary,0.0882,80,0.001102,4,0.0001599,nan
road_2785,road_2785,road_2763,road_3403,road,Primary,0.202,80,0.002525,4,0.04012232,nan
road_20084,road_20084,road_2763,road_5871,road,Primary,0.3274,80,0.004093,4,0.05072018,nan
road_2099,road_2099,road_2768,road_2769,road,Trunk,5.2882,100,0.052882,5,0.01183946,Multan-Vehari Road
road_20676,road_20676,road_2768,road_16230,road,Trunk,3.5205,100,0.035205,5,0.01176175,Multan-Vehari Road
road_24216,road_24216,road_2769,road_8070,road,Trunk,2.8004,100,0.028004,5,0.01191717,Multan-Vehari Road
road_2100,road_2100,road_2770,road_2771,road,Motorway,0.3848,120,0.003207,5,7.995e-05,لیاری ایکسپریس وے
road_10654,road_10654,road_2771,road_10495,road,Primary,0.118,80,0.001475,4,0.00101887,Manghopir Road
road_10873,road_10873,road_2771,road_10590,road,Primary,0.1023,80,0.001279,4,0.00088455,Manghopir Road
road_2105,road_2105,road_2772,road_2777,road,Trunk,0.851,100,0.00851,5,7.995e-05,nan
road_2395,road_2395,road_2772,road_3049,road,Trunk,0.541,100,0.00541,5,0.0003198,nan
road_11781,road_11781,road_2772,road_11090,road,Trunk,6.6381,100,0.066381,5,0.00047969,Karachi Northern Bypass
road_2112,road_2112,road_2780,road_2789,road,Primary,0.4299,80,0.005374,4,0.00055964,اورنگی روڈ
road_2113,road_2113,road_2780,road_2782,road,Primary,0.9727,80,0.012159,4,0.00063959,nan
road_2114,road_2114,road_2780,road_2783,road,Primary,1.5284,80,0.019105,4,0.0,nan
road_2108,road_2108,road_2781,road_2782,road,Primary,0.7118,80,0.008897,4,0.00095939,Fareed Colony Gulshan e Ghazi Road
road_11921,road_11921,road_2781,road_11162,road,Primary,0.2648,80,0.00331,4,0.00087944,Fareed Colony Gulshan e Ghazi Road
road_5561,road_5561,road_2782,road_2784,road,Primary,1.6468,80,0.020585,4,0.00167893,اورنگی روڈ
road_2109,road_2109,road_2783,road_2784,road,Primary,1.0924,80,0.013655,4,7.995e-05,اورنگی روڈ
road_10670,road_10670,road_2784,road_10504,road,Primary,0.2718,80,0.003397,4,0.00183882,Dr Adeeb Rizvi Road
road_2110,road_2110,road_2785,road_2786,road,Primary,4.174,80,0.052175,4,0.0003198,Northern Bypass Super Highway
road_10540,road_10540,road_2785,road_10421,road,Primary,0.1592,80,0.00199,4,0.00023985,Northern Bypass Super Highway
road_13539,road_13539,road_2786,road_10418,road,Primary,3.932,80,0.04915,4,0.0001599,Northern Bypass Super Highway
road_16683,road_16683,road_2786,road_14199,road,Primary,0.0386,80,0.000483,4,0.00055964,Northern Bypass Super Highway
road_2111,road_2111,road_2787,road_2788,road,Primary,1.6961,80,0.021201,4,0.00023985,Fareed Colony Gulshan e Ghazi Road
road_11911,road_11911,road_2787,road_11158,road,Primary,0.0332,80,0.000415,4,0.00039974,Fareed Colony Gulshan e Ghazi Road
road_14039,road_14039,road_2787,road_11159,road,Primary,1.6955,80,0.021194,4,7.995e-05,Fareed Colony Gulshan e Ghazi Road
road_14038,road_14038,road_2788,road_2790,road,Primary,0.6445,80,0.008056,4,0.0001599,Fareed Colony Gulshan e Ghazi Road
road_16781,road_16781,road_2789,road_12673,road,Primary,0.2877,80,0.003596,4,0.00047969,اورنگی روڈ
road_2115,road_2115,road_2790,road_2791,road,Primary,0.8947,80,0.011184,4,7.995e-05,Moach Goth Road
road_11912,road_11912,road_2790,road_11159,road,Primary,0.6466,80,0.008082,4,0.0,Fareed Colony Gulshan e Ghazi Road
road_2116,road_2116,road_2792,road_2793,road,Primary,8.0081,80,0.100101,4,7.995e-05,Shahrah-e-Qaddafi
road_13678,road_13678,road_2792,road_6059,road,Primary,8.5631,80,0.107039,4,0.0,Shahrah-e-Qaddafi
road_14971,road_14971,road_2793,road_6059,road,Primary,0.5515,80,0.006894,4,0.0001599,Shahrah-e-Qaddafi
road_2122,road_2122,road_2798,road_2799,road,Trunk,0.6865,100,0.006865,5,0.00157451,قومی شاہراہ
road_16689,road_16689,road_2798,road_12080,road,Trunk,0.3119,100,0.003119,5,0.00138264,قومی شاہراہ
road_16691,road_16691,road_2798,road_14200,road,Trunk,0.3124,100,0.003124,5,0.00013591,قومی شاہراہ
road_21580,road_21580,road_2799,road_13157,road,Trunk,0.3138,100,0.003138,5,0.00163048,قومی شاہراہ
road_2126,road_2126,road_2800,road_2801,road,Trunk,0.323,100,0.00323,5,9.082e-05,nan
road_10822,road_10822,road_2800,road_2805,road,Trunk,0.7483,100,0.007483,5,0.01037384,Quaidabad Bridge
road_10820,road_10820,road_2800,road_10377,road,Trunk,8.0374,100,0.080374,5,0.00999009,قومی شاہراہ
road_11977,road_11977,road_2800,road_11195,road,Trunk,1.1687,100,0.011687,5,0.00039591,قومی شاہراہ
road_2125,road_2125,road_2801,road_2803,road,Trunk,0.4851,100,0.004851,5,7.995e-05,nan
road_2128,road_2128,road_2801,road_2805,road,Trunk,0.4835,100,0.004835,5,0.00219188,nan
road_12729,road_12729,road_2801,road_2804,road,Primary,0.1212,80,0.001515,4,0.00212408,nan
road_12946,road_12946,road_2802,road_7633,road,Primary,0.1837,80,0.002296,4,0.00180812,Landhi Road
road_10609,road_10609,road_2806,road_10468,road,Trunk,0.9416,100,0.009416,5,0.01308602,قومی شاہراہ
road_10607,road_10607,road_2807,road_10468,road,Trunk,0.4236,100,0.004236,5,7.931e-05,قومی شاہراہ
road_2131,road_2131,road_2808,road_2809,road,Trunk,18.5239,100,0.185239,5,0.02014279,کوئٹہ - جیکب آباد شاہراہ
road_24030,road_24030,road_2808,road_17885,road,Trunk,0.012,100,0.00012,5,0.02008714,کوئٹہ - جیکب آباد شاہراہ
road_12901,road_12901,road_2809,road_11849,road,Trunk,5.5858,100,0.055858,5,0.02019843,Kolpur Bypass
road_2134,road_2134,road_2812,road_2813,road,Trunk,0.1637,100,0.001637,5,0.0001001,Arifwala-Burewala Road
road_8025,road_8025,road_2812,road_3949,road,Trunk,5.5535,100,0.055535,5,0.01248049,Vehari-Burewala Road
road_27619,road_27619,road_2812,road_8354,road,Trunk,1.0383,100,0.010383,5,0.01260074,Arifwala-Burewala Road
road_5512,road_5512,road_2813,road_3948,road,Trunk,1.1683,100,0.011683,5,7.995e-05,nan
road_2963,road_2963,road_2814,road_3574,road,Trunk,0.0824,100,0.000824,5,7.979e-05,قومی شاہراہ 25
road_2966,road_2966,road_2814,road_2815,road,Trunk,0.0733,100,0.000733,5,0.00479453,قومی شاہراہ 25
road_24005,road_24005,road_2814,road_17300,road,Trunk,0.8405,100,0.008405,5,0.00495395,قومی شاہراہ 25
road_8397,road_8397,road_2821,road_8635,road,Trunk,0.1306,100,0.001306,5,7.995e-05,nan
road_9336,road_9336,road_2821,road_9470,road,Trunk,0.0673,100,0.000673,5,7.995e-05,nan
road_15553,road_15553,road_2821,road_13535,road,Primary,0.2491,80,0.003114,4,0.00023985,nan
road_2147,road_2147,road_2823,road_2828,road,Primary,0.3564,80,0.004455,4,0.00749344,جناح ایونیو
road_6661,road_6661,road_2823,road_2830,road,Primary,0.4455,80,0.005569,4,0.0001599,Faisal Avenue Underpass
road_11045,road_11045,road_2823,road_2836,road,Primary,0.1025,80,0.001281,4,0.0001599,nan
road_19074,road_19074,road_2824,road_2826,road,Primary,0.6641,80,0.008301,4,9.6e-07,Jinnah Avenue Bridge
road_2146,road_2146,road_2826,road_2827,road,Primary,0.6821,80,0.008526,4,1.6e-07,Jinnah Avenue Bridge
road_18795,road_18795,road_2826,road_2828,road,Primary,0.0552,80,0.00069,4,7.947e-05,Jinnah Avenue Bridge
road_2148,road_2148,road_2829,road_2830,road,Primary,1.9796,80,0.024745,4,7.995e-05,Faisal Avenue
road_2156,road_2156,road_2834,road_2835,road,Primary,0.1433,80,0.001791,4,7.995e-05,nan
road_2157,road_2157,road_2836,road_2837,road,Primary,0.1578,80,0.001972,4,7.995e-05,nan
road_2191,road_2191,road_2861,road_2862,road,Primary,0.0705,80,0.000881,4,0.0001599,nan
road_22784,road_22784,road_2861,road_7113,road,Primary,0.4824,80,0.00603,4,0.02269108,Faisal Avenue
road_22076,road_22076,road_2862,road_16810,road,Primary,0.0787,80,0.000984,4,7.995e-05,nan
road_2193,road_2193,road_2865,road_2866,road,Primary,0.148,80,0.00185,4,7.995e-05,Exit F-7
road_14517,road_14517,road_2884,road_2902,road,Primary,0.0227,80,0.000284,4,0.0,خیابان اقبال
road_2233,road_2233,road_2892,road_2893,road,Trunk,0.1386,100,0.001386,5,7.995e-05,nan
road_15035,road_15035,road_2892,road_13256,road,Trunk,0.0699,100,0.000699,5,0.01029341,سرینگر ہائی وے
road_26291,road_26291,road_2894,road_2895,road,Primary,0.9262,80,0.011578,4,0.0001599,شارع دستور
road_27260,road_27260,road_2895,road_19483,road,Trunk,0.2075,100,0.002075,5,7.995e-05,nan
road_8564,road_8564,road_2897,road_8788,road,Primary,0.2318,80,0.002897,4,7.995e-05,Khayaban-e-Suhrwardy
road_2246,road_2246,road_2902,road_2903,road,Primary,0.6775,80,0.008469,4,0.00023985,خیابان اقبال
road_14514,road_14514,road_2902,road_12841,road,Primary,0.0315,80,0.000394,4,0.0003198,خیابان اقبال
road_14516,road_14516,road_2902,road_12842,road,Primary,1.188,80,0.01485,4,0.0,خیابان اقبال
road_19413,road_19413,road_2903,road_15682,road,Primary,0.0161,80,0.000201,4,0.0001599,خیابان اقبال
road_2247,road_2247,road_2904,road_2905,road,Primary,1.5353,80,0.019191,4,0.0,احمد فراز روڈ
road_24087,road_24087,road_2904,road_17914,road,Primary,0.2959,80,0.003699,4,0.00055964,nan
road_24096,road_24096,road_2904,road_17909,road,Primary,0.184,80,0.0023,4,0.00191877,Margalla Expressway
road_24098,road_24098,road_2904,road_11305,road,Primary,0.5141,80,0.006426,4,0.0,احمد فراز روڈ
road_24631,road_24631,road_2904,road_15483,road,Primary,0.3431,80,0.004289,4,0.00255836,Margalla Expressway
road_11075,road_11075,road_2905,road_10686,road,Primary,0.1725,80,0.002156,4,7.995e-05,احمد فراز روڈ
road_2250,road_2250,road_2907,road_2908,road,Primary,0.0914,80,0.001142,4,9.6e-07,Habib Jalib Road
road_21351,road_21351,road_2907,road_10422,road,Primary,0.0575,80,0.000719,4,8.091e-05,nan
road_13483,road_13483,road_2908,road_11906,road,Primary,0.3581,80,0.004476,4,7.899e-05,Habib Jalib Road
road_2254,road_2254,road_2913,road_2914,road,Trunk,1.7328,100,0.017328,5,0.03218532,nan
road_24347,road_24347,road_2913,road_3417,road,Trunk,9.7144,100,0.097144,5,0.03210761,nan
road_23756,road_23756,road_2914,road_17703,road,Trunk,0.125,100,0.00125,5,0.03226303,nan
road_2255,road_2255,road_2915,road_2916,road,Trunk,2.0383,100,0.020383,5,0.03442021,Jandola Road
road_7639,road_7639,road_2915,road_3419,road,Trunk,0.1052,100,0.001052,5,0.0344976,DIK-Tank Road
road_18404,road_18404,road_2916,road_15148,road,Trunk,4.552,100,0.04552,5,0.03434282,Jandola Road
road_2258,road_2258,road_2918,road_2919,road,Primary,0.0627,80,0.000784,4,7.995e-05,nan
road_2260,road_2260,road_2920,road_2921,road,Primary,1.7612,80,0.022015,4,7.995e-05,Aziz Bhatti Shaheed Road
road_7895,road_7895,road_2920,road_4179,road,Primary,1.5577,80,0.019471,4,0.00057339,Aziz Bhatti Shaheed Road
road_7904,road_7904,road_2920,road_8249,road,Primary,0.1145,80,0.001431,4,0.00245347,علامہ اقبال روڈ
road_7905,road_7905,road_2920,road_8246,road,Primary,0.121,80,0.001512,4,4.96e-06,علامہ اقبال روڈ
road_10994,road_10994,road_2921,road_4179,road,Primary,3.3192,80,0.04149,4,0.0,Aziz Bhatti Shaheed Road
road_2262,road_2262,road_2923,road_2924,road,Primary,0.1155,80,0.001444,4,0.02859722,nan
road_3557,road_3557,road_2923,road_4166,road,Primary,2.283,80,0.028538,4,0.03340982,Hajipura Road
road_13549,road_13549,road_2923,road_8238,road,Primary,0.0775,80,0.000969,4,0.00487272,Church Road
road_16209,road_16209,road_2924,road_4166,road,Primary,2.4041,80,0.030051,4,0.0,nan
road_16210,road_16210,road_2924,road_8253,road,Primary,0.2326,80,0.002907,4,0.02852015,سرکلر روڈ
road_2264,road_2264,road_2926,road_2927,road,Primary,11.3894,80,0.142368,4,0.0229378,Sialkot-Pasrur Road
road_4362,road_4362,road_2926,road_5040,road,Primary,1.8169,80,0.022711,4,0.00159898,nan
road_6652,road_6652,road_2926,road_7109,road,Primary,7.687,80,0.096088,4,0.02130588,nan
road_6651,road_6651,road_2927,road_7108,road,Primary,7.2381,80,0.090476,4,0.02301551,Sialkot-Pasrur Road
road_2266,road_2266,road_2929,road_2930,road,Primary,0.6999,80,0.008749,4,7.995e-05,Mian Muhammad Road
road_3349,road_3349,road_2930,road_3959,road,Primary,4.2839,80,0.053549,4,0.0,nan
road_3924,road_3924,road_2930,road_4608,road,Primary,4.2719,80,0.053399,4,0.0001599,علامہ اقبال روڈ
road_2275,road_2275,road_2943,road_2944,road,Trunk,5.1643,100,0.051643,5,0.02080237,Sargodha-Mianwali Road
road_2277,road_2277,road_2943,road_2946,road,Trunk,0.2459,100,0.002459,5,0.02078094,nan
road_7649,road_7649,road_2944,road_8015,road,Trunk,1.11,100,0.0111,5,0.02061145,nan
road_7651,road_7651,road_2944,road_3451,road,Primary,0.2188,80,0.002735,4,0.00034922,nan
road_7653,road_7653,road_2944,road_8018,road,Primary,0.3653,80,0.004566,4,0.00047969,nan
road_2276,road_2276,road_2945,road_2946,road,Trunk,12.5745,100,0.125745,5,0.0136631,Sargodha-Mianwali Road
road_23633,road_23633,road_2945,road_2950,road,Trunk,0.128,100,0.00128,5,0.01364231,Sargodha-Mianwali Road
road_23628,road_23628,road_2946,road_17624,road,Trunk,0.1177,100,0.001177,5,0.00023985,nan
road_23629,road_23629,road_2946,road_17625,road,Trunk,12.6158,100,0.126158,5,0.00703214,nan
road_2279,road_2279,road_2947,road_2948,road,Trunk,0.0588,100,0.000588,5,0.01250895,میانوالی - مظفر گڑھ سڑک‎
road_2283,road_2283,road_2947,road_2952,road,Trunk,3.0244,100,0.030244,5,0.01253486,میانوالی - مظفر گڑھ سڑک‎
road_23639,road_23639,road_2949,road_2950,road,Trunk,5.1047,100,0.051047,5,0.01909386,میانوالی - مظفر گڑھ سڑک‎
road_5864,road_5864,road_2949,road_6342,road,Primary,1.3386,80,0.016733,4,0.01210921,KalaBagh-Banu Road
road_21141,road_21141,road_2949,road_16435,road,Trunk,1.5858,100,0.015858,5,0.007252,Talagang Mianwali Road
road_23638,road_23638,road_2950,road_17625,road,Trunk,0.2033,100,0.002033,5,0.00558043,nan
road_2281,road_2281,road_2951,road_2952,road,Trunk,0.1671,100,0.001671,5,7.995e-05,nan
road_23632,road_23632,road_2952,road_17625,road,Trunk,0.3065,100,0.003065,5,0.01258666,nan
road_2287,road_2287,road_2953,road_2956,road,Primary,6.7195,80,0.083994,4,0.00503294,Bahawalnager-Haroonabad Road
road_20863,road_20863,road_2953,road_2955,road,Primary,1.512,80,0.0189,4,0.00507515,Bahawalnager-Haroonabad Road
road_2286,road_2286,road_2954,road_2955,road,Primary,3.6126,80,0.045158,4,0.00511736,Bahawalnager-Haroonabad Road
road_7828,road_7828,road_2954,road_3954,road,Primary,5.4995,80,0.068744,4,0.00515958,Bahawalnager-Haroonabad Road
road_2289,road_2289,road_2959,road_2960,road,Trunk,7.0792,100,0.070792,5,0.00829117,ھوشاپ - باسیما - سوراب سڑک
road_24890,road_24890,road_2959,road_18308,road,Trunk,0.0827,100,0.000827,5,0.00837016,ھوشاپ - باسیما - سوراب سڑک
road_3091,road_3091,road_2960,road_3699,road,Trunk,0.1576,100,0.001576,5,0.00821218,ھوشاپ - باسیما - سوراب سڑک
road_2291,road_2291,road_2961,road_2962,road,Trunk,0.9828,100,0.009828,5,0.00900208,گرینڈ ٹرنک روڈ
road_3683,road_3683,road_2961,road_4338,road,Trunk,2.9413,100,0.029413,5,0.00908107,گرینڈ ٹرنک روڈ
road_3679,road_3679,road_2962,road_4337,road,Trunk,1.9677,100,0.019677,5,0.00892309,گرینڈ ٹرنک روڈ
road_2292,road_2292,road_2963,road_2964,road,Trunk,0.0411,100,0.000411,5,0.00868612,گرینڈ ٹرنک روڈ
road_7806,road_7806,road_2963,road_4722,road,Trunk,0.5475,100,0.005475,5,0.00876511,گرینڈ ٹرنک روڈ
road_4027,road_4027,road_2964,road_4720,road,Trunk,0.6198,100,0.006198,5,0.00860713,گرینڈ ٹرنک روڈ
road_2293,road_2293,road_2965,road_2966,road,Trunk,0.1764,100,0.001764,5,0.00055964,nan
road_25484,road_25484,road_2965,road_18608,road,Trunk,0.0597,100,0.000597,5,0.00047969,Kohat Road
road_2296,road_2296,road_2966,road_2971,road,Trunk,1.9162,100,0.019162,5,0.00063959,nan
road_2295,road_2295,road_2969,road_2970,road,Trunk,11.3719,100,0.113719,5,0.00199872,کوھاٹ - ھنگو روڈ
road_22107,road_22107,road_2969,road_15009,road,Trunk,0.2851,100,0.002851,5,0.00191877,Alizai Highway
road_5880,road_5880,road_2970,road_6365,road,Trunk,1.6659,100,0.016659,5,0.0,ھنگو روڈ
road_5885,road_5885,road_2970,road_6372,road,Primary,5.6507,80,0.070634,4,0.0,Hangu Bypass ہنگو بائ پاس
road_18119,road_18119,road_2970,road_15005,road,Trunk,1.0442,100,0.010442,5,0.00207867,ھنگو روڈ
road_25485,road_25485,road_2971,road_18609,road,Trunk,0.527,100,0.00527,5,0.00071954,nan
road_2297,road_2297,road_2972,road_2973,road,Trunk,2.9656,100,0.029656,5,0.00931804,گرینڈ ٹرنک روڈ
road_17318,road_17318,road_2972,road_14546,road,Trunk,0.0418,100,0.000418,5,0.00939703,گرینڈ ٹرنک روڈ
road_3681,road_3681,road_2973,road_4339,road,Trunk,0.0833,100,0.000833,5,0.00923905,گرینڈ ٹرنک روڈ
road_2298,road_2298,road_2974,road_2975,road,Primary,0.2075,80,0.002594,4,0.0027229,nan
road_16124,road_16124,road_2974,road_12521,road,Primary,0.0433,80,0.000541,4,0.00270787,nan
road_16122,road_16122,road_2975,road_12103,road,Primary,0.4038,80,0.005047,4,0.00273793,nan
road_2299,road_2299,road_2976,road_2977,road,Primary,11.152,80,0.1394,4,0.00462968,Haroonabad-Fort Abbas Road
road_21982,road_21982,road_2976,road_16103,road,Primary,2.2305,80,0.027881,4,0.00466421,Haroonabad-Fort Abbas Road
road_27615,road_27615,road_2977,road_19641,road,Primary,9.2566,80,0.115708,4,0.00459578,Haroonabad-Fort Abbas Road
road_2300,road_2300,road_2978,road_2979,road,Trunk,9.5358,100,0.095358,5,0.02262872,Pakpattan Arifwala Road
road_18319,road_18319,road_2978,road_15107,road,Trunk,0.026,100,0.00026,5,0.02270611,Pakpattan Arifwala Road
road_14088,road_14088,road_2979,road_3392,road,Primary,0.0741,80,0.000926,4,0.00055964,Pakpattan road
road_2301,road_2301,road_2980,road_2981,road,Primary,0.81,80,0.010125,4,0.00335385,nan
road_12654,road_12654,road_2980,road_11648,road,Primary,0.3293,80,0.004116,4,0.00327422,nan
road_9915,road_9915,road_2981,road_9928,road,Primary,0.0881,80,0.001101,4,0.00343348,Pakpattan Arifwala Road
road_2302,road_2302,road_2982,road_2983,road,Primary,18.2382,80,0.227977,4,0.00039974,nan
road_6991,road_6991,road_2982,road_7424,road,Primary,2.3985,80,0.029981,4,0.00275424,nan
road_16129,road_16129,road_2982,road_9474,road,Primary,0.1041,80,0.001301,4,0.00227838,nan
road_26416,road_26416,road_2983,road_13535,road,Primary,2.6993,80,0.033741,4,0.0003198,nan
road_2303,road_2303,road_2984,road_2985,road,Primary,7.9131,80,0.098914,4,0.00286473,Faisalabad Okara Road
road_14362,road_14362,road_2984,road_12770,road,Primary,0.0192,80,0.00024,4,0.00294404,Faisalabad Okara Road
road_24206,road_24206,road_2985,road_17974,road,Primary,2.2096,80,0.02762,4,0.00278574,Faisalabad Okara Road
road_2306,road_2306,road_2988,road_2989,road,Trunk,0.0525,100,0.000525,5,7.579e-05,nan
road_2352,road_2352,road_2989,road_3017,road,Trunk,0.0818,100,0.000818,5,0.00015158,Hub Chowki Road
road_23049,road_23049,road_2989,road_3016,road,Trunk,0.0631,100,0.000631,5,4.16e-06,nan
road_2309,road_2309,road_2991,road_2992,road,Trunk,0.1317,100,0.001317,5,0.08661705,nan
road_2310,road_2310,road_2991,road_2993,road,Trunk,0.1284,100,0.001284,5,1.28e-06,Karachi Bypass
road_2332,road_2332,road_2991,road_3006,road,Trunk,0.451,100,0.00451,5,0.00013112,Hub Chowki Road
road_2354,road_2354,road_2991,road_3014,road,Trunk,0.0898,100,0.000898,5,0.08667397,Hub Chowki Road
road_2337,road_2337,road_2992,road_3012,road,Trunk,0.1362,100,0.001362,5,7.995e-05,nan
road_2344,road_2344,road_2992,road_3013,road,Trunk,4.0249,100,0.040249,5,0.08675839,کراچی ناردرن بائی پاس
road_2345,road_2345,road_2993,road_3014,road,Trunk,0.1328,100,0.001328,5,0.00044643,M-10
road_2357,road_2357,road_2993,road_3006,road,Trunk,0.5162,100,0.005162,5,0.00011768,nan
road_12915,road_12915,road_2993,road_11860,road,Trunk,15.6759,100,0.156759,5,0.00048609,Karachi Northern Bypass
road_2326,road_2326,road_2994,road_2998,road,Trunk,1.5357,100,0.015357,5,0.08973553,nan
road_2410,road_2410,road_2995,road_2997,road,Trunk,1.0913,100,0.010913,5,0.00060617,nan
road_18744,road_18744,road_2995,road_15070,road,Trunk,0.0188,100,0.000188,5,7.995e-05,nan
road_2316,road_2316,road_2996,road_2997,road,Trunk,2.7466,100,0.027466,5,0.00030045,Estate Avenue
road_12598,road_12598,road_2996,road_11607,road,Trunk,0.0707,100,0.000707,5,0.00023985,nan
road_10652,road_10652,road_2997,road_3057,road,Trunk,0.7508,100,0.007508,5,0.00096946,nan
road_10653,road_10653,road_2997,road_3056,road,Trunk,0.7188,100,0.007188,5,5.6e-06,Estate Avenue
road_2327,road_2327,road_2998,road_2999,road,Trunk,1.0939,100,0.010939,5,0.08966421,Karachi Bypass
road_2328,road_2328,road_2999,road_3000,road,Trunk,0.1082,100,0.001082,5,0.0895929,Karachi Bypass
road_2329,road_2329,road_3000,road_3005,road,Trunk,4.3464,100,0.043464,5,0.08952159,کراچی بائی پاس
road_2323,road_2323,road_3003,road_3004,road,Trunk,0.461,100,0.00461,5,0.0001599,Hub Chowki Road
road_2330,road_2330,road_3003,road_3005,road,Trunk,4.6526,100,0.046526,5,0.00023985,حب چوکی روڈ
road_25854,road_25854,road_3004,road_18798,road,Trunk,0.0237,100,0.000237,5,7.995e-05,nan
road_2333,road_2333,road_3005,road_3007,road,Trunk,0.3002,100,0.003002,5,0.08718628,کراچی بائی پاس
road_12918,road_12918,road_3005,road_3006,road,Trunk,6.6903,100,0.066903,5,0.00205069,حب چوکی روڈ
road_27057,road_27057,road_3007,road_3010,road,Trunk,0.0592,100,0.000592,5,0.08711465,کراچی بائی پاس
road_2334,road_2334,road_3008,road_3009,road,Trunk,1.3831,100,0.013831,5,0.08690038,کراچی بائی پاس
road_27059,road_27059,road_3008,road_3011,road,Trunk,0.0603,100,0.000603,5,0.0869717,کراچی بائی پاس
road_2341,road_2341,road_3009,road_3013,road,Trunk,0.6613,100,0.006613,5,0.08682907,کراچی بائی پاس
road_2335,road_2335,road_3010,road_3011,road,Trunk,0.4814,100,0.004814,5,0.08704301,کراچی بائی پاس
road_2348,road_2348,road_3014,road_3015,road,Trunk,0.1198,100,0.001198,5,0.08704877,M-10
road_2355,road_2355,road_3014,road_3017,road,Trunk,0.3205,100,0.003205,5,0.0,Hub Chowki Road
road_2356,road_2356,road_3015,road_3017,road,Trunk,0.19,100,0.0019,5,0.08697713,Karachi Bypass
road_2351,road_2351,road_3016,road_3017,road,Trunk,0.1158,100,0.001158,5,0.08675392,M-10
road_2358,road_2358,road_3018,road_3019,road,Trunk,0.5331,100,0.005331,5,4.445e-05,Shahrah e Pakistan
road_2374,road_2374,road_3018,road_3024,road,Trunk,0.2833,100,0.002833,5,0.00038248,nan
road_9597,road_9597,road_3019,road_9680,road,Trunk,0.5347,100,0.005347,5,0.00320755,Water Pump Fly Over
road_23496,road_23496,road_3019,road_9679,road,Trunk,0.07,100,0.0007,5,7.307e-05,Shahrah e Pakistan
road_2359,road_2359,road_3020,road_3021,road,Primary,1.5858,80,0.019822,4,0.01059546,Rashid Minhas Road
road_2361,road_2361,road_3020,road_3022,road,Primary,0.402,80,0.005025,4,0.00077662,راشد منہاس روڈ
road_2366,road_2366,road_3020,road_3030,road,Trunk,0.2319,100,0.002319,5,7.995e-05,nan
road_24555,road_24555,road_3020,road_3031,road,Primary,0.2474,80,0.003093,4,7.995e-05,nan
road_10532,road_10532,road_3021,road_10410,road,Primary,0.1208,80,0.00151,4,0.01043716,Shahrah-e-Shah Wali Ullah
road_16021,road_16021,road_3021,road_10411,road,Primary,0.0694,80,0.000867,4,7.931e-05,راشد منہاس روڈ
road_2360,road_2360,road_3022,road_3023,road,Primary,0.7518,80,0.009397,4,6.908e-05,راشد منہاس روڈ
road_11031,road_11031,road_3022,road_3033,road,Primary,0.1736,80,0.00217,4,0.00124592,راشد منہاس روڈ
road_11868,road_11868,road_3022,road_3034,road,Primary,0.2294,80,0.002867,4,7.595e-05,nan
road_2375,road_2375,road_3024,road_3025,road,Trunk,0.0991,100,0.000991,5,7.995e-05,nan
road_2373,road_2373,road_3024,road_3026,road,Trunk,0.0874,100,0.000874,5,0.00024177,nan
road_2376,road_2376,road_3024,road_3027,road,Trunk,0.1945,100,0.001945,5,0.0,nan
road_2364,road_2364,road_3026,road_3027,road,Trunk,0.0871,100,0.000871,5,7.995e-05,nan
road_2369,road_2369,road_3026,road_3032,road,Trunk,0.187,100,0.00187,5,7.995e-05,nan
road_2372,road_2372,road_3026,road_3034,road,Trunk,0.1323,100,0.001323,5,3.07e-05,nan
road_11867,road_11867,road_3033,road_3034,road,Primary,0.2803,80,0.003504,4,3.438e-05,nan
road_11870,road_11870,road_3033,road_9683,road,Primary,0.5057,80,0.006321,4,0.0012221,راشد منہاس روڈ
road_2386,road_2386,road_3035,road_3044,road,Motorway,4.47,120,0.03725,5,0.01512296,Karachi-hyderabad m9 motorway
