asset_id,edge_id,from_node,to_node,mode,road_type,length_km,avg_speed_kmh,travel_time_hr,hazard_flood,hazard_cyclone,hazard_strike,hazard_accident,exposure_flood,exposure_cyclone,exposure_strike,exposure_accident,vulnerability_flood,vulnerability_cyclone,vulnerability_strike,vulnerability_accident,risk_flood,risk_cyclone,risk_strike,risk_accident,risk_natural,risk_human,composite_risk,edge_betweenness,importance_score,network_criticality_risk,risk_tier,timestamp,analysis_date
road_9746,road_9746,road_1657,road_9791,road,Primary,0.0698,80.0,0.000873,0.4681,0.0,0.0,0.0,0.5150537628720001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.1688,0.0,0.0,0.0,0.1688,0.0,0.1013,7.956082425013923e-05,0.0003,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_8114,road_8114,road_1661,road_5545,road,Trunk,0.6686,100.0,0.006686,0.4513,0.0,0.0,0.0,0.5656336959,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.1787,0.0,0.0,0.0,0.1787,0.0,0.1072,7.956082425013923e-05,0.0003,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_17532,road_17532,road_1662,road_3393,road,Primary,0.5288,80.0,0.00661,0.4225,0.0,0.0,0.0,0.46573303920000003,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.1377,0.0,0.0,0.0,0.1377,0.0,0.0826,0.0002386824727504177,0.0008,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_1172,road_1172,road_1663,road_1664,road,Primary,3.0765,80.0,0.038456,0.3421,0.0,0.0,0.0,0.38094087086000006,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0912,0.0,0.0,0.0,0.0912,0.0,0.0547,2.705068024504734e-06,0.0,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_1173,road_1173,road_1663,road_1665,road,Primary,0.6463,80.0,0.008079,0.3134,0.0,0.0,0.0,0.34563122184800005,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0758,0.0,0.0,0.0,0.0758,0.0,0.0455,0.028750099451030315,0.0931,0.0042,LOW,20260427_163314,2026-04-27 16:33:25
road_15173,road_15173,road_1663,road_13324,road,Primary,0.3144,80.0,0.00393,0.3045,0.0,0.0,0.0,0.33537123312,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0715,0.0,0.0,0.0,0.0715,0.0,0.0429,0.00015912164850027846,0.0005,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_16224,road_16224,road_1663,road_7647,road,Primary,0.2632,80.0,0.00329,0.3048,0.0,0.0,0.0,0.33563298278400006,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0716,0.0,0.0,0.0,0.0716,0.0,0.043,0.004371389927599651,0.0142,0.0006,LOW,20260427_163314,2026-04-27 16:33:25
road_19478,road_19478,road_1663,road_15718,road,Primary,0.888,80.0,0.0111,0.3089,0.0,0.0,0.0,0.34099693408000004,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0737,0.0,0.0,0.0,0.0737,0.0,0.0442,0.02499180523510224,0.0809,0.0036,LOW,20260427_163314,2026-04-27 16:33:25
road_26457,road_26457,road_1664,road_8512,road,Primary,0.0452,80.0,0.000565,0.3062,0.0,0.0,0.0,0.3368808970560001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0722,0.0,0.0,0.0,0.0722,0.0,0.0433,7.68557562256345e-05,0.0002,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_11185,road_11185,road_1665,road_10687,road,Primary,1.5453,80.0,0.019316,0.2945,0.0,0.0,0.0,0.32595239974,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0672,0.0,0.0,0.0,0.0672,0.0,0.0403,0.026278462884875488,0.0851,0.0034,LOW,20260427_163314,2026-04-27 16:33:25
road_25753,road_25753,road_1665,road_11642,road,Primary,0.1006,80.0,0.001257,0.2893,0.0,0.0,0.0,0.318358055752,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0645,0.0,0.0,0.0,0.0645,0.0,0.0387,0.002327472352613573,0.0075,0.0003,LOW,20260427_163314,2026-04-27 16:33:25
road_12640,road_12640,road_1665,road_11643,road,Primary,0.2868,80.0,0.003585,0.3011,0.0,0.0,0.0,0.331589964112,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0699,0.0,0.0,0.0,0.0699,0.0,0.0419,7.956082425013923e-05,0.0003,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_1175,road_1175,road_1666,road_1667,road,Trunk,7.8557,100.0,0.078557,0.2399,0.0,0.0,0.0,0.30929791215,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0519,0.0,0.0,0.0,0.0519,0.0,0.0311,0.032899037314026575,0.1065,0.0033,LOW,20260427_163314,2026-04-27 16:33:25
road_1688,road_1688,road_1667,road_2291,road,Trunk,2.2396,100.0,0.022396,0.2596,0.0,0.0,0.0,0.32740700080000007,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0595,0.0,0.0,0.0,0.0595,0.0,0.0357,0.03295886705386268,0.1067,0.0038,LOW,20260427_163314,2026-04-27 16:33:25
road_5473,road_5473,road_1668,road_1669,road,Motorway,11.1183,120.0,0.092652,0.3046,0.0,0.0,0.0,0.39768317090000005,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0848,0.0,0.0,0.0,0.0848,0.0,0.0509,0.0030303126740393034,0.0098,0.0005,LOW,20260427_163314,2026-04-27 16:33:25
road_2592,road_2592,road_1668,road_3229,road,Motorway,0.1069,120.0,0.000891,0.3144,0.0,0.0,0.0,0.39316804680000006,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0865,0.0,0.0,0.0,0.0865,0.0,0.0519,0.0008735778502665288,0.0028,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_2595,road_2595,road_1668,road_3232,road,Motorway,0.1061,120.0,0.000884,0.3131,0.0,0.0,0.0,0.39154109954999994,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0858,0.0,0.0,0.0,0.0858,0.0,0.0515,0.0020778104861166363,0.0067,0.0003,LOW,20260427_163314,2026-04-27 16:33:25
road_5472,road_5472,road_1669,road_5976,road,Motorway,0.0581,120.0,0.000484,0.2953,0.0,0.0,0.0,0.36921078465,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0763,0.0,0.0,0.0,0.0763,0.0,0.0458,0.003109555254992442,0.0101,0.0005,LOW,20260427_163314,2026-04-27 16:33:25
road_1177,road_1177,road_1670,road_1671,road,Primary,9.6617,80.0,0.120771,0.302,0.0,0.0,0.0,0.34503846696,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0729,0.0,0.0,0.0,0.0729,0.0,0.0437,0.009226987031585648,0.0299,0.0013,LOW,20260427_163314,2026-04-27 16:33:25
road_17862,road_17862,road_1670,road_13674,road,Primary,20.4228,80.0,0.255285,0.301,0.0,0.0,0.0,0.35814795632000007,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0755,0.0,0.0,0.0,0.0755,0.0,0.0453,0.0,0.0,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_21389,road_21389,road_1670,road_2217,road,Primary,0.266,80.0,0.003325,0.2786,0.0,0.0,0.0,0.30678607344000003,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0598,0.0,0.0,0.0,0.0598,0.0,0.0359,0.009276632985917735,0.03,0.0011,LOW,20260427_163314,2026-04-27 16:33:25
road_15830,road_15830,road_1671,road_13674,road,Primary,10.7608,80.0,0.13451,0.3148,0.0,0.0,0.0,0.36118499929600006,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0796,0.0,0.0,0.0,0.0796,0.0,0.0478,0.009177659320550561,0.0297,0.0014,LOW,20260427_163314,2026-04-27 16:33:25
road_1178,road_1178,road_1672,road_1673,road,Primary,5.1697,80.0,0.064621,0.2835,0.0,0.0,0.0,0.31829868378,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0632,0.0,0.0,0.0,0.0632,0.0,0.0379,0.0013168907629883047,0.0043,0.0002,LOW,20260427_163314,2026-04-27 16:33:25
road_21395,road_21395,road_1672,road_15282,road,Primary,4.7153,80.0,0.058941,0.2448,0.0,0.0,0.0,0.27435894393599997,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.047,0.0,0.0,0.0,0.047,0.0,0.0282,0.0013716286100724003,0.0044,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_13559,road_13559,road_1673,road_7678,road,Primary,1.5853,80.0,0.019816,0.247,0.0,0.0,0.0,0.27342290404,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0473,0.0,0.0,0.0,0.0473,0.0,0.0284,0.001170817089665049,0.0038,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_13560,road_13560,road_1673,road_1676,road,Primary,0.033,80.0,0.000412,0.2306,0.0,0.0,0.0,0.25369348312,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.041,0.0,0.0,0.0,0.041,0.0,0.0246,0.0008070650011934124,0.0026,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_1179,road_1179,road_1674,road_1675,road,Primary,2.004,80.0,0.02505,0.2702,0.0,0.0,0.0,0.29960251552000006,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0567,0.0,0.0,0.0,0.0567,0.0,0.034,0.0001042246797676824,0.0003,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_7284,road_7284,road_1674,road_2217,road,Primary,2.7181,80.0,0.033976,0.2711,0.0,0.0,0.0,0.30145225840400003,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0572,0.0,0.0,0.0,0.0572,0.0,0.0343,4.980507598058716e-05,0.0002,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_7260,road_7260,road_1675,road_7168,road,Primary,1.0688,80.0,0.01336,0.2379,0.0,0.0,0.0,0.262808777088,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0438,0.0,0.0,0.0,0.0438,0.0,0.0263,0.0001589625268517782,0.0005,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_1182,road_1182,road_1676,road_1677,road,Primary,0.3024,80.0,0.00378,0.2489,0.0,0.0,0.0,0.274121176384,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0478,0.0,0.0,0.0,0.0478,0.0,0.0287,0.0007526453974063172,0.0024,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_12436,road_12436,road_1677,road_11481,road,Primary,1.4652,80.0,0.018315,0.2451,0.0,0.0,0.0,0.27119013028800004,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0465,0.0,0.0,0.0,0.0465,0.0,0.0279,0.0006982257936192219,0.0023,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_1183,road_1183,road_1678,road_1679,road,Primary,0.4849,80.0,0.006061,0.2327,0.0,0.0,0.0,0.256466479412,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0418,0.0,0.0,0.0,0.0418,0.0,0.0251,0.0002386824727504177,0.0008,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_18248,road_18248,road_1678,road_15071,road,Primary,1.3579,80.0,0.016974,0.226,0.0,0.0,0.0,0.24995029576000005,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0395,0.0,0.0,0.0,0.0395,0.0,0.0237,0.0003182432970005569,0.001,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_4127,road_4127,road_1679,road_4827,road,Trunk,0.0358,100.0,0.000358,0.2255,0.0,0.0,0.0,0.2819153645,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0445,0.0,0.0,0.0,0.0445,0.0,0.0267,0.00015912164850027846,0.0005,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_1184,road_1184,road_1680,road_1681,road,Trunk,8.0739,100.0,0.080739,0.2138,0.0,0.0,0.0,0.2758809991,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0413,0.0,0.0,0.0,0.0413,0.0,0.0248,1.1615880340520328e-05,0.0,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_4126,road_4126,road_1680,road_4830,road,Trunk,8.2394,100.0,0.082394,0.2129,0.0,0.0,0.0,0.2748958413,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.041,0.0,0.0,0.0,0.041,0.0,0.0246,0.024067626700612618,0.0779,0.0019,LOW,20260427_163314,2026-04-27 16:33:25
road_4130,road_4130,road_1680,road_4833,road,Trunk,0.0286,100.0,0.000286,0.2183,0.0,0.0,0.0,0.2729062169,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0417,0.0,0.0,0.0,0.0417,0.0,0.025,0.00013429867133423504,0.0004,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_9081,road_9081,road_1680,road_9242,road,Trunk,1.0605,100.0,0.010605,0.211,0.0,0.0,0.0,0.2648688275,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0391,0.0,0.0,0.0,0.0391,0.0,0.0235,0.023890206062534808,0.0774,0.0018,LOW,20260427_163314,2026-04-27 16:33:25
road_14236,road_14236,road_1681,road_4825,road,Trunk,1.1371,100.0,0.011371,0.2164,0.0,0.0,0.0,0.27173034220000003,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0412,0.0,0.0,0.0,0.0412,0.0,0.0247,6.794494390961891e-05,0.0002,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_1185,road_1185,road_1682,road_1683,road,Primary,0.085,80.0,0.001063,0.2571,0.0,0.0,0.0,0.2829061554,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0509,0.0,0.0,0.0,0.0509,0.0,0.0305,0.0018263982814861962,0.0059,0.0002,LOW,20260427_163314,2026-04-27 16:33:25
road_1680,road_1680,road_1682,road_2282,road,Primary,6.3077,80.0,0.078846,0.2571,0.0,0.0,0.0,0.2899455225480001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0522,0.0,0.0,0.0,0.0522,0.0,0.0313,0.0013334394144323336,0.0043,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_5505,road_5505,road_1682,road_6000,road,Primary,5.161,80.0,0.064513,0.2872,0.0,0.0,0.0,0.32244185248000007,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0648,0.0,0.0,0.0,0.0648,0.0,0.0389,0.0011625427639430346,0.0038,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_10069,road_10069,road_1682,road_9824,road,Primary,0.2254,80.0,0.002817,0.2324,0.0,0.0,0.0,0.255870485024,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0416,0.0,0.0,0.0,0.0416,0.0,0.025,0.0007956082425013924,0.0026,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_1186,road_1186,road_1683,road_1684,road,Primary,0.2332,80.0,0.002915,0.2337,0.0,0.0,0.0,0.25730979489600003,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0421,0.0,0.0,0.0,0.0421,0.0,0.0253,0.0017722969209961017,0.0057,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_10065,road_10065,road_1684,road_9824,road,Primary,0.5488,80.0,0.00686,0.241,0.0,0.0,0.0,0.26568194752,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0448,0.0,0.0,0.0,0.0448,0.0,0.0269,0.0,0.0,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_25356,road_25356,road_1684,road_10056,road,Primary,0.0841,80.0,0.001051,0.244,0.0,0.0,0.0,0.26849028976,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.0459,0.0,0.0,0.0,0.0459,0.0,0.0275,0.001718195560506007,0.0056,0.0002,LOW,20260427_163314,2026-04-27 16:33:25
road_1187,road_1187,road_1685,road_1686,road,Trunk,0.0964,100.0,0.000964,0.7032,0.0,0.0,0.0,0.8793389424,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4328,0.0,0.0,0.0,0.4328,0.0,0.2597,0.012349431140106611,0.04,0.0104,LOW,20260427_163314,2026-04-27 16:33:25
road_2485,road_2485,road_1685,road_3116,road,Trunk,0.3997,100.0,0.003997,0.7146,0.0,0.0,0.0,0.8946781281,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4475,0.0,0.0,0.0,0.4475,0.0,0.2685,0.01227432572201448,0.0398,0.0107,LOW,20260427_163314,2026-04-27 16:33:25
road_1189,road_1189,road_1686,road_1689,road,Trunk,0.0635,100.0,0.000635,0.6996,0.0,0.0,0.0,0.8747221230000001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4284,0.0,0.0,0.0,0.4284,0.0,0.257,0.012424536558198744,0.0402,0.0103,LOW,20260427_163314,2026-04-27 16:33:25
road_17739,road_17739,road_1687,road_1688,road,Trunk,1.9075,100.0,0.019075,0.722,0.0,0.0,0.0,0.909386075,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4596,0.0,0.0,0.0,0.4596,0.0,0.2758,0.010242660513962925,0.0332,0.0092,LOW,20260427_163314,2026-04-27 16:33:25
road_17738,road_17738,road_1687,road_3115,road,Trunk,0.1211,100.0,0.001211,0.7152,0.0,0.0,0.0,0.8944330535999999,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4478,0.0,0.0,0.0,0.4478,0.0,0.2687,0.010318084175352057,0.0334,0.009,LOW,20260427_163314,2026-04-27 16:33:25
road_1487,road_1487,road_1688,road_2077,road,Trunk,14.8284,100.0,0.148284,0.7402,0.0,0.0,0.0,0.9801299084000001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.5078,0.0,0.0,0.0,0.5078,0.0,0.3047,0.011218076219269632,0.0363,0.0111,LOW,20260427_163314,2026-04-27 16:33:25
road_2012,road_2012,road_1688,road_2081,road,Trunk,2.2229,100.0,0.022229,0.7665,0.0,0.0,0.0,0.96664426425,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.5187,0.0,0.0,0.0,0.5187,0.0,0.3112,0.002650648420717639,0.0086,0.0027,LOW,20260427_163314,2026-04-27 16:33:25
road_1916,road_1916,road_1689,road_1690,road,Trunk,0.5086,100.0,0.005086,0.7056,0.0,0.0,0.0,0.8837943408000002,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4365,0.0,0.0,0.0,0.4365,0.0,0.2619,0.012499641976290875,0.0405,0.0106,LOW,20260427_163314,2026-04-27 16:33:25
road_13047,road_13047,road_1690,road_11968,road,Trunk,0.3518,100.0,0.003518,0.6971,0.0,0.0,0.0,0.8726011989000002,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4258,0.0,0.0,0.0,0.4258,0.0,0.2555,7.924258095313868e-05,0.0003,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_13141,road_13141,road_1690,road_12055,road,Primary,0.1906,80.0,0.002383,0.7043,0.0,0.0,0.0,0.7753206541520001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.3822,0.0,0.0,0.0,0.3822,0.0,0.2293,2.386824727504177e-06,0.0,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_13146,road_13146,road_1690,road_12054,road,Trunk,0.16,100.0,0.0016,0.706,0.0,0.0,0.0,0.8830647999999999,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4364,0.0,0.0,0.0,0.4364,0.0,0.2618,0.01505624950274485,0.0488,0.0128,LOW,20260427_163314,2026-04-27 16:33:25
road_23052,road_23052,road_1690,road_2381,road,Primary,1.5487,80.0,0.019359,0.7021,0.0,0.0,0.0,0.7770943059880001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.3819,0.0,0.0,0.0,0.3819,0.0,0.2291,0.0026340997692736096,0.0085,0.0019,LOW,20260427_163314,2026-04-27 16:33:25
road_1191,road_1191,road_1691,road_1692,road,Trunk,0.3952,100.0,0.003952,0.7294,0.0,0.0,0.0,0.9131912943999999,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4663,0.0,0.0,0.0,0.4663,0.0,0.2798,0.0,0.0,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_1899,road_1899,road_1691,road_2545,road,Trunk,0.2959,100.0,0.002959,0.7214,0.0,0.0,0.0,0.9028173113000002,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4559,0.0,0.0,0.0,0.4559,0.0,0.2735,0.01918863871429708,0.0621,0.017,LOW,20260427_163314,2026-04-27 16:33:25
road_1924,road_1924,road_1691,road_2573,road,Trunk,2.2949,100.0,0.022949,0.7277,0.0,0.0,0.0,0.9179749936499999,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4676,0.0,0.0,0.0,0.4676,0.0,0.2806,0.0,0.0,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_1929,road_1929,road_1691,road_2572,road,Trunk,0.355,100.0,0.00355,0.7263,0.0,0.0,0.0,0.9091641824999999,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4622,0.0,0.0,0.0,0.4622,0.0,0.2773,0.03625952740870396,0.1174,0.0326,LOW,20260427_163314,2026-04-27 16:33:25
road_23155,road_23155,road_1691,road_2574,road,Trunk,0.1335,100.0,0.001335,0.72,0.0,0.0,0.0,0.9004806,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4538,0.0,0.0,0.0,0.4538,0.0,0.2723,0.022670379505131674,0.0734,0.02,LOW,20260427_163314,2026-04-27 16:33:25
road_1928,road_1928,road_1692,road_2575,road,Trunk,0.1029,100.0,0.001029,0.7353,0.0,0.0,0.0,0.91950331185,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4733,0.0,0.0,0.0,0.4733,0.0,0.284,0.00013175272495823058,0.0004,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_1959,road_1959,road_1692,road_1695,road,Trunk,0.442,100.0,0.00442,0.7196,0.0,0.0,0.0,0.901090316,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4539,0.0,0.0,0.0,0.4539,0.0,0.2723,0.018952502187922667,0.0614,0.0167,LOW,20260427_163314,2026-04-27 16:33:25
road_21041,road_21041,road_1692,road_2545,road,Trunk,0.0978,100.0,0.000978,0.7186,0.0,0.0,0.0,0.8986013954,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.452,0.0,0.0,0.0,0.452,0.0,0.2712,0.01913644681358899,0.062,0.0168,LOW,20260427_163314,2026-04-27 16:33:25
road_1193,road_1193,road_1693,road_1694,road,Trunk,0.8367,100.0,0.008367,0.7155,0.0,0.0,0.0,0.8973682942500001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4494,0.0,0.0,0.0,0.4494,0.0,0.2696,0.015761317527249585,0.051,0.0137,LOW,20260427_163314,2026-04-27 16:33:25
road_1194,road_1194,road_1693,road_1695,road,Trunk,0.0913,100.0,0.000913,0.7381,0.0,0.0,0.0,0.9229619426500001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4769,0.0,0.0,0.0,0.4769,0.0,0.2861,0.018900310287214575,0.0612,0.0175,LOW,20260427_163314,2026-04-27 16:33:25
road_1719,road_1719,road_1693,road_2324,road,Primary,1.2705,80.0,0.015881,0.7582,0.0,0.0,0.0,0.8382584896400002,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4449,0.0,0.0,0.0,0.4449,0.0,0.2669,0.0027801734425968653,0.009,0.0024,LOW,20260427_163314,2026-04-27 16:33:25
road_1932,road_1932,road_1693,road_2576,road,Trunk,0.0872,100.0,0.000872,0.7367,0.0,0.0,0.0,0.9211962012000001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4751,0.0,0.0,0.0,0.4751,0.0,0.2851,2.7368923542047897e-05,0.0001,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_7131,road_7131,road_1693,road_2607,road,Trunk,1.8159,100.0,0.018159,0.7674,0.0,0.0,0.0,0.9662176082999998,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.519,0.0,0.0,0.0,0.519,0.0,0.3114,0.00033908823295409344,0.0011,0.0003,LOW,20260427_163314,2026-04-27 16:33:25
road_21065,road_21065,road_1694,road_2082,road,Trunk,0.3492,100.0,0.003492,0.7267,0.0,0.0,0.0,0.9096438182,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.4627,0.0,0.0,0.0,0.4627,0.0,0.2776,0.01570880738324449,0.0509,0.0141,LOW,20260427_163314,2026-04-27 16:33:25
road_1197,road_1197,road_1697,road_1698,road,Primary,3.1932,80.0,0.039915,0.4629,0.0,0.0,0.0,0.515693782032,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.1671,0.0,0.0,0.0,0.1671,0.0,0.1003,0.008841594398917973,0.0286,0.0029,LOW,20260427_163314,2026-04-27 16:33:25
road_1199,road_1199,road_1697,road_1699,road,Primary,20.3944,80.0,0.25493,0.375,0.0,0.0,0.0,0.44615076,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.1171,0.0,0.0,0.0,0.1171,0.0,0.0703,0.00681693054340043,0.0221,0.0016,LOW,20260427_163314,2026-04-27 16:33:25
road_23105,road_23105,road_1697,road_17347,road,Primary,3.1867,80.0,0.039834,0.4624,0.0,0.0,0.0,0.515123532352,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.1667,0.0,0.0,0.0,0.1667,0.0,0.1,1.8458111226032303e-05,0.0001,0.0,LOW,20260427_163314,2026-04-27 16:33:25
road_9059,road_9059,road_1698,road_4652,road,Primary,0.6754,80.0,0.008443,0.4992,0.0,0.0,0.0,0.5506035025920001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.1924,0.0,0.0,0.0,0.1924,0.0,0.1154,0.0005569257697509747,0.0018,0.0002,LOW,20260427_163314,2026-04-27 16:33:25
road_9065,road_9065,road_1698,road_8302,road,Primary,0.8217,80.0,0.010271,0.505,0.0,0.0,0.0,0.5573258174,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.197,0.0,0.0,0.0,0.197,0.0,0.1182,0.0007160474182512531,0.0023,0.0003,LOW,20260427_163314,2026-04-27 16:33:25
road_16249,road_16249,road_1698,road_13932,road,Primary,1.4845,80.0,0.018556,0.5009,0.0,0.0,0.0,0.55426177862,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.1943,0.0,0.0,0.0,0.1943,0.0,0.1166,0.01222261118625189,0.0396,0.0046,LOW,20260427_163314,2026-04-27 16:33:25
road_23106,road_23106,road_1698,road_17347,road,Primary,0.0536,80.0,0.00067,0.4968,0.0,0.0,0.0,0.5465971653120001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.1901,0.0,0.0,0.0,0.1901,0.0,0.1141,0.002060943591375607,0.0067,0.0008,LOW,20260427_163314,2026-04-27 16:33:25
road_23111,road_23111,road_1699,road_8312,road,Primary,1.9041,80.0,0.023801,0.3481,0.0,0.0,0.0,0.3858263957240001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.094,0.0,0.0,0.0,0.094,0.0,0.0564,0.006738960935635294,0.0218,0.0012,LOW,20260427_163314,2026-04-27 16:33:25
road_1201,road_1201,road_1700,road_1701,road,Primary,2.3445,80.0,0.029306,0.5432,0.0,0.0,0.0,0.6031235425600002,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.2293,0.0,0.0,0.0,0.2293,0.0,0.1376,0.0002386824727504177,0.0008,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
road_16115,road_16115,road_1700,road_8345,road,Primary,0.1129,80.0,0.001411,0.5215,0.0,0.0,0.0,0.5739090603400001,0.0,0.0,0.0,0.7,0.4,0.45,0.6,0.2095,0.0,0.0,0.0,0.2095,0.0,0.1257,0.0003182432970005569,0.001,0.0001,LOW,20260427_163314,2026-04-27 16:33:25
