edge_id,asset_id,from_node,to_node,mode,road_type,length_km,avg_speed_kmh,travel_time_hr,capacity_index,edge_betweenness,name
road_15648,road_15648,road_13590,road_13591,road,Trunk,2.5677,100.0,0.025677,5,3.023311321505291e-05,قومی شاہراہ 55
road_15653,road_15653,road_13591,road_13592,road,Trunk,3.2191,100.0,0.032191,5,0.013289362717797758,قومی شاہراہ 55
road_15670,road_15670,road_13592,road_13602,road,Trunk,7.0985,100.0,0.070985,5,0.013338690428832843,قومی شاہراہ 55
road_25778,road_25778,road_13593,road_13595,road,Trunk,4.9344,100.0,0.049344,5,0.01292497414273212,قومی شاہراہ 55
road_15674,road_15674,road_13593,road_13603,road,Trunk,2.6106,100.0,0.026106,5,6.444426764261278e-05,قومی شاہراہ 55
road_25780,road_25780,road_13594,road_13595,road,Trunk,1.745,100.0,0.01745,5,0.012974301853767205,قومی شاہراہ 55
road_15665,road_15665,road_13597,road_13598,road,Trunk,2.4242,100.0,0.024242,5,3.023311321505291e-05,قومی شاہراہ 55
road_15666,road_15666,road_13597,road_13599,road,Trunk,0.0337,100.0,0.000337,5,7.956082425013923e-05,قومی شاہراہ 55
road_15668,road_15668,road_13598,road_13600,road,Trunk,2.4203,100.0,0.024203,5,0.013536001272973188,قومی شاہراہ 55
road_15672,road_15672,road_13598,road_13602,road,Trunk,0.051,100.0,0.00051,5,0.013516906675153156,قومی شاہراہ 55
road_23211,road_23211,road_13599,road_17417,road,Trunk,2.1841,100.0,0.021841,5,0.00012888853528522556,قومی شاہراہ 55
road_15667,road_15667,road_13600,road_13601,road,Trunk,0.0337,100.0,0.000337,5,0.013585328984008275,قومی شاہراہ 55
road_23209,road_23209,road_13601,road_17417,road,Trunk,2.184,100.0,0.02184,5,0.013634656695043362,قومی شاہراہ 55
road_15679,road_15679,road_13604,road_13605,road,Trunk,5.4258,100.0,0.054258,5,0.012435834195242263,قومی شاہراہ 55
road_15683,road_15683,road_13605,road_13606,road,Trunk,0.264,100.0,0.00264,5,0.011234783992362161,قومی شاہراہ 55
road_18263,road_18263,road_13607,road_14386,road,Trunk,2.725,100.0,0.02725,5,0.011070252207812874,قومی شاہراہ 55
road_21160,road_21160,road_13610,road_16442,road,Trunk,5.2319,100.0,0.052319,5,0.02219842469567985,قومی شاہراہ 55
road_16034,road_16034,road_13611,road_13833,road,Trunk,1.5305,100.0,0.015305,5,0.03357084891399475,ہزارہ موٹروے
road_17591,road_17591,road_13611,road_14690,road,Trunk,0.0459,100.0,0.000459,5,7.956082425013923e-05,nan
road_17514,road_17514,road_13613,road_14639,road,Motorway,0.2315,120.0,0.001929,5,0.011024584294693293,سوات موٹر وے
road_15732,road_15732,road_13617,road_13618,road,Motorway,0.0579,120.0,0.000483,5,7.956082425013923e-05,nan
road_15740,road_15740,road_13618,road_13623,road,Motorway,0.8455,120.0,0.007046,5,7.956082425013923e-05,nan
road_15734,road_15734,road_13619,road_13620,road,Motorway,0.0565,120.0,0.000471,5,7.956082425013923e-05,nan
road_15736,road_15736,road_13619,road_13621,road,Motorway,0.5101,120.0,0.004251,5,0.00015912164850027846,nan
road_15737,road_15737,road_13619,road_13622,road,Motorway,0.4529,120.0,0.003774,5,0.002317129445461055,nan
road_18197,road_18197,road_13621,road_15037,road,Motorway,0.4387,120.0,0.003656,5,7.956082425013923e-05,nan
road_15751,road_15751,road_13625,road_13626,road,Motorway,3.3968,120.0,0.028307,5,0.18375336144482457,ایم 4 موٹروے
road_15754,road_15754,road_13626,road_13627,road,Motorway,0.0566,120.0,0.000472,5,0.18378582226111864,ایم 4 موٹروے
road_22454,road_22454,road_13644,road_16406,road,Primary,3.0583,80.0,0.038229,4,0.03972503779139152,Satiana Road
road_15803,road_15803,road_13645,road_13646,road,Primary,0.4837,80.0,0.006046,4,0.006000318243297001,ایسٹ کینال ایکسپریس وے
road_17934,road_17934,road_13645,road_13648,road,Primary,0.0435,80.0,0.000544,4,0.00016675948762829185,West Canal Road
road_17935,road_17935,road_13645,road_14934,road,Primary,0.0804,80.0,0.001005,4,6.826318720661946e-05,East Canal Road
road_25978,road_25978,road_13645,road_14936,road,Primary,0.3119,80.0,0.003899,4,0.00570833001829899,ایسٹ کینال ایکسپریس وے
road_20108,road_20108,road_13646,road_14523,road,Primary,0.0357,80.0,0.000446,4,7.956082425013923e-05,nan
road_17936,road_17936,road_13647,road_13649,road,Primary,0.251,80.0,0.003138,4,7.208210677062615e-05,ویسٹ کینال ایکسپریس وے
road_15805,road_15805,road_13648,road_13649,road,Primary,0.2689,80.0,0.003361,4,0.00010979393746519214,nan
road_17942,road_17942,road_13649,road_14938,road,Primary,0.2975,80.0,0.003719,4,9.547298910016708e-07,nan
road_25980,road_25980,road_13649,road_14936,road,Primary,0.0361,80.0,0.000451,4,6.34895377516111e-05,ویسٹ کینال ایکسپریس وے
road_26142,road_26142,road_13650,road_14939,road,Primary,1.305,80.0,0.016313,4,0.0018361047020447132,ویسٹ کینال ایکسپریس وے
road_15809,road_15809,road_13652,road_13653,road,Trunk,1.733,100.0,0.01733,5,0.04277921871270587,ہزارہ موٹروے
road_16633,road_16633,road_13652,road_14162,road,Trunk,0.4501,100.0,0.004501,5,0.042854960617391996,ہزارہ موٹروے
road_16589,road_16589,road_13653,road_14130,road,Trunk,0.219,100.0,0.00219,5,0.04270347680801973,ہزارہ موٹروے
road_15813,road_15813,road_13656,road_13657,road,Motorway,2.7991,120.0,0.023326,5,0.0,ہکلا - ڈی آئی خان موٹر وے
road_19115,road_19115,road_13656,road_15553,road,Motorway,0.9038,120.0,0.007532,5,0.0007160474182512531,ہکلا - ڈی آئی خان موٹر وے
road_19989,road_19989,road_13656,road_15554,road,Motorway,2.8371,120.0,0.023643,5,0.0,ہکلا - ڈی آئی خان موٹر وے
road_22196,road_22196,road_13656,road_16875,road,Motorway,2.7874,120.0,0.023228,5,0.0007956082425013924,ہکلا - ڈی آئی خان موٹر وے
road_22199,road_22199,road_13657,road_16872,road,Motorway,0.0503,120.0,0.000419,5,7.956082425013923e-05,ہکلا - ڈی آئی خان موٹر وے
road_24457,road_24457,road_13661,road_18080,road,Motorway,3.9661,120.0,0.033051,5,0.015869042883284272,ہکلا - ڈی آئی خان موٹر وے
road_15820,road_15820,road_13662,road_13663,road,Motorway,15.4889,120.0,0.129074,5,0.015990293579441484,ہکلا - ڈی آئی خان موٹر وے
road_21502,road_21502,road_13662,road_16568,road,Motorway,10.5077,120.0,0.087564,5,0.015949876680722414,ہکلا - ڈی آئی خان موٹر وے
road_21499,road_21499,road_13663,road_16567,road,Motorway,0.9951,120.0,0.008292,5,0.016030710478160553,ہکلا - ڈی آئی خان موٹر وے
road_15825,road_15825,road_13666,road_13667,road,Motorway,1.948,120.0,0.016233,5,0.016111544275598695,ہکلا - ڈی آئی خان موٹر وے
road_21501,road_21501,road_13666,road_16567,road,Motorway,0.8247,120.0,0.006873,5,0.016071127376879626,ہکلا - ڈی آئی خان موٹر وے
road_15824,road_15824,road_13667,road_13668,road,Motorway,2.6575,120.0,0.022146,5,0.016152279417614768,ہکلا - ڈی آئی خان موٹر وے
road_21496,road_21496,road_13668,road_16565,road,Motorway,0.1261,120.0,0.001051,5,0.016173601718513803,ہکلا - ڈی آئی خان موٹر وے
